Speaker,Text,Context,filename,Summary
S2,"Yeah, yeah. No research methodology course.","Any credit, really. It says for credit, not the number four. So any credit course, really.",Cataldo-etal_G11_Transcript,"Any credit, really. It says for credit, not the number four. So any credit course, really."
S1,Okay. Gotcha. Thanks. Have you completed an online tutorial about searching for,"Yeah, yeah. No research methodology course.",Cataldo-etal_G11_Transcript,"Yeah, yeah. No research methodology course."
S2,No.,Okay. Gotcha. Thanks. Have you completed an online tutorial about searching for,Cataldo-etal_G11_Transcript,Okay. Gotcha. Thanks. Have you completed an online tutorial about searching for
S1,How many research projects have you completed in the last two years? This is an ed,No.,Cataldo-etal_G11_Transcript,No.
S2,I've completed?,How many research projects have you completed in the last two years? This is an ed,Cataldo-etal_G11_Transcript,How many research projects have you completed in the last two years? This is an ed
S1,"Mm-hmm, in the last two years.",I've completed?,Cataldo-etal_G11_Transcript,I've completed?
S2,"Okay. There is one project that I've been working on for the past one year, that's for","Mm-hmm, in the last two years.",Cataldo-etal_G11_Transcript,"Mm-hmm, in the last two years."
S1,Okay. So two at least there?,"Okay. There is one project that I've been working on for the past one year, that's for",Cataldo-etal_G11_Transcript,"Okay. There is one project that I've been working on for the past one year, that's for"
S2,"Yeah, two to three.",Okay. So two at least there?,Cataldo-etal_G11_Transcript,Okay. So two at least there?
S1,Two to three?,"Yeah, two to three.",Cataldo-etal_G11_Transcript,"Yeah, two to three."
S2,"Some of them I don't know whether they qualify as research projects, but I had to",Two to three?,Cataldo-etal_G11_Transcript,Two to three?
S1,"Thee. Okay, we'll go with three. Were any of these research projects on a science","Some of them I don't know whether they qualify as research projects, but I had to",Cataldo-etal_G11_Transcript,"Some of them I don't know whether they qualify as research projects, but I had to"
S2,Engineering comes under science [crosstalk]. Yes.,"Thee. Okay, we'll go with three. Were any of these research projects on a science",Cataldo-etal_G11_Transcript,"Thee. Okay, we'll go with three. Were any of these research projects on a science"
S1,"Yep, absolutely. Anything what we call the STEM field, science, technology,",Engineering comes under science [crosstalk]. Yes.,Cataldo-etal_G11_Transcript,Engineering comes under science [crosstalk]. Yes.
S2,Computer science and math.,"Yep, absolutely. Anything what we call the STEM field, science, technology,",Cataldo-etal_G11_Transcript,"Yep, absolutely. Anything what we call the STEM field, science, technology,"
S1,Absolutely. Think about your last research project. When was it and what was it?,Computer science and math.,Cataldo-etal_G11_Transcript,Computer science and math.
S2,All right. It was a project for detecting and counting strawberry flowers from an,Absolutely. Think about your last research project. When was it and what was it?,Cataldo-etal_G11_Transcript,Absolutely. Think about your last research project. When was it and what was it?
S1,Detecting and what?,All right. It was a project for detecting and counting strawberry flowers from an,Cataldo-etal_G11_Transcript,All right. It was a project for detecting and counting strawberry flowers from an
S2,Counting strawberry flowers from images.,Detecting and what?,Cataldo-etal_G11_Transcript,Detecting and what?
S1,From images. And this is what you've been working on in the last year or month or,Counting strawberry flowers from images.,Cataldo-etal_G11_Transcript,Counting strawberry flowers from images.
S2,Yeah. This has been going for more than six months now.,From images. And this is what you've been working on in the last year or month or,Cataldo-etal_G11_Transcript,From images. And this is what you've been working on in the last year or month or
S1,"Okay. So thinking about that project, where did you first go for information?",Yeah. This has been going for more than six months now.,Cataldo-etal_G11_Transcript,Yeah. This has been going for more than six months now.
S2,You mean from Google or --,"Okay. So thinking about that project, where did you first go for information?",Cataldo-etal_G11_Transcript,"Okay. So thinking about that project, where did you first go for information?"
S1,"Yeah, [inaudible].",You mean from Google or --,Cataldo-etal_G11_Transcript,You mean from Google or --
S2,Google.,"Yeah, [inaudible].",Cataldo-etal_G11_Transcript,"Yeah, [inaudible]."
S1,Where else did you go to get information for this research project?,Google.,Cataldo-etal_G11_Transcript,Google.
S2,"Google Scholar was where I started from. Besides that, I know of a few popular",Where else did you go to get information for this research project?,Cataldo-etal_G11_Transcript,Where else did you go to get information for this research project?
S1,"Okay, so you go to their --","Google Scholar was where I started from. Besides that, I know of a few popular",Cataldo-etal_G11_Transcript,"Google Scholar was where I started from. Besides that, I know of a few popular"
S2,Website to see --,"Okay, so you go to their --",Cataldo-etal_G11_Transcript,"Okay, so you go to their --"
S1,Websites.,Website to see --,Cataldo-etal_G11_Transcript,Website to see --
S2,--if they have done work that could be connected with my work.,Websites.,Cataldo-etal_G11_Transcript,Websites.
S1,Okay. Anywhere else did you go to information? Any place or person or --?,--if they have done work that could be connected with my work.,Cataldo-etal_G11_Transcript,--if they have done work that could be connected with my work.
S2,"A person, yeah, a professor who was teaching machine learning for me in the CIC",Okay. Anywhere else did you go to information? Any place or person or --?,Cataldo-etal_G11_Transcript,Okay. Anywhere else did you go to information? Any place or person or --?
S1,All right. How do you keep track of the resources that interest you at the beginning of,"A person, yeah, a professor who was teaching machine learning for me in the CIC",Cataldo-etal_G11_Transcript,"A person, yeah, a professor who was teaching machine learning for me in the CIC"
S2,Generally I have a spreadsheet in which I save a link linking to the paper or the,All right. How do you keep track of the resources that interest you at the beginning of,Cataldo-etal_G11_Transcript,All right. How do you keep track of the resources that interest you at the beginning of
S1,And spreadsheet do you use Excel?,Generally I have a spreadsheet in which I save a link linking to the paper or the,Cataldo-etal_G11_Transcript,Generally I have a spreadsheet in which I save a link linking to the paper or the
S2,Google spreadsheet.,And spreadsheet do you use Excel?,Cataldo-etal_G11_Transcript,And spreadsheet do you use Excel?
S1,"Oh, you use Google spreadsheet?",Google spreadsheet.,Cataldo-etal_G11_Transcript,Google spreadsheet.
S2,Yeah. I stick to cloud-based [resources?] with a link and a comment.,"Oh, you use Google spreadsheet?",Cataldo-etal_G11_Transcript,"Oh, you use Google spreadsheet?"
S1,Okay. What do you use to create the bibliography or you list the citations for the,Yeah. I stick to cloud-based [resources?] with a link and a comment.,Cataldo-etal_G11_Transcript,Yeah. I stick to cloud-based [resources?] with a link and a comment.
S2,Are you asking specifically about the [two links?] like LaTeX?,Okay. What do you use to create the bibliography or you list the citations for the,Cataldo-etal_G11_Transcript,Okay. What do you use to create the bibliography or you list the citations for the
S1,"Yeah, if you use one. It could be softwares like EndNote, or it could just be you just do",Are you asking specifically about the [two links?] like LaTeX?,Cataldo-etal_G11_Transcript,Are you asking specifically about the [two links?] like LaTeX?
S2,LaTeX.,"Yeah, if you use one. It could be softwares like EndNote, or it could just be you just do",Cataldo-etal_G11_Transcript,"Yeah, if you use one. It could be softwares like EndNote, or it could just be you just do"
S1,"LaTeX, okay. I always think of LaTeX as the popular one with the physicists, and it's",LaTeX.,Cataldo-etal_G11_Transcript,LaTeX.
S2,Computer science.,"LaTeX, okay. I always think of LaTeX as the popular one with the physicists, and it's",Cataldo-etal_G11_Transcript,"LaTeX, okay. I always think of LaTeX as the popular one with the physicists, and it's"
S1,Computer science likes it too?,Computer science.,Cataldo-etal_G11_Transcript,Computer science.
S2,"Yeah, we love it [laughter].",Computer science likes it too?,Cataldo-etal_G11_Transcript,Computer science likes it too?
S1,Okay. Do you use the library to find information for this research project?,"Yeah, we love it [laughter].",Cataldo-etal_G11_Transcript,"Yeah, we love it [laughter]."
S2,"Yes, if I see a book. These days journals and conference papers, I stick mostly to online",Okay. Do you use the library to find information for this research project?,Cataldo-etal_G11_Transcript,Okay. Do you use the library to find information for this research project?
S1,Okay. What devices do you use to access the internet to get your information?,"Yes, if I see a book. These days journals and conference papers, I stick mostly to online",Cataldo-etal_G11_Transcript,"Yes, if I see a book. These days journals and conference papers, I stick mostly to online"
S2,"90% of the time my PC, and the remaining 10% using my mobile phone.",Okay. What devices do you use to access the internet to get your information?,Cataldo-etal_G11_Transcript,Okay. What devices do you use to access the internet to get your information?
S1,All right. Very good. What device could you not live without?,"90% of the time my PC, and the remaining 10% using my mobile phone.",Cataldo-etal_G11_Transcript,"90% of the time my PC, and the remaining 10% using my mobile phone."
S2,My computer [laughter].,All right. Very good. What device could you not live without?,Cataldo-etal_G11_Transcript,All right. Very good. What device could you not live without?
S1,Your desktop or a laptop?,My computer [laughter].,Cataldo-etal_G11_Transcript,My computer [laughter].
S2,It's a laptop.,Your desktop or a laptop?,Cataldo-etal_G11_Transcript,Your desktop or a laptop?
S1,"All right. When you said your PC, do we plug it on a laptop or --",It's a laptop.,Cataldo-etal_G11_Transcript,It's a laptop.
S2,"Yeah, a laptop.","All right. When you said your PC, do we plug it on a laptop or --",Cataldo-etal_G11_Transcript,"All right. When you said your PC, do we plug it on a laptop or --"
S1,It's good to be mobile. Do you use social media for your schoolwork?,"Yeah, a laptop.",Cataldo-etal_G11_Transcript,"Yeah, a laptop."
S2,"No. Almost never, not even personally.",It's good to be mobile. Do you use social media for your schoolwork?,Cataldo-etal_G11_Transcript,It's good to be mobile. Do you use social media for your schoolwork?
S1,Okay. So that's the end of the questions. We're going to start next with you on the,"No. Almost never, not even personally.",Cataldo-etal_G11_Transcript,"No. Almost never, not even personally."
S2,Awesome.,Okay. So that's the end of the questions. We're going to start next with you on the,Cataldo-etal_G11_Transcript,Okay. So that's the end of the questions. We're going to start next with you on the
S1,All right. I'm going to put your ID here.,Awesome.,Cataldo-etal_G11_Transcript,Awesome.
S1,Okay. I'm going to [inaudible] over to you and that's there. Some people use scrap,All right. I'm going to put your ID here.,Cataldo-etal_G11_Transcript,All right. I'm going to put your ID here.
S2,Can I disable this? Because I tend to use a keyboard board and a mouse. I know how,Okay. I'm going to [inaudible] over to you and that's there. Some people use scrap,Cataldo-etal_G11_Transcript,Okay. I'm going to [inaudible] over to you and that's there. Some people use scrap
S1,"Yeah. If it gets in your way and you want to just use the mouse, that's fine. Sure.",Can I disable this? Because I tend to use a keyboard board and a mouse. I know how,Cataldo-etal_G11_Transcript,Can I disable this? Because I tend to use a keyboard board and a mouse. I know how
S2,If that wouldn't be a problem.,"Yeah. If it gets in your way and you want to just use the mouse, that's fine. Sure.",Cataldo-etal_G11_Transcript,"Yeah. If it gets in your way and you want to just use the mouse, that's fine. Sure."
S1,"No, it shouldn't be a problem.",If that wouldn't be a problem.,Cataldo-etal_G11_Transcript,If that wouldn't be a problem.
S2,Just tell [inaudible] differences over time.,"No, it shouldn't be a problem.",Cataldo-etal_G11_Transcript,"No, it shouldn't be a problem."
S1,Yeah. You want to go ahead and do that before I get --,Just tell [inaudible] differences over time.,Cataldo-etal_G11_Transcript,Just tell [inaudible] differences over time.
S2,Yeah. All right. [inaudible] so I'll remember to re-enable it.,Yeah. You want to go ahead and do that before I get --,Cataldo-etal_G11_Transcript,Yeah. You want to go ahead and do that before I get --
S1,All right. Good. I actually can stop one thing. [inaudible] make sure that you're staying,Yeah. All right. [inaudible] so I'll remember to re-enable it.,Cataldo-etal_G11_Transcript,Yeah. All right. [inaudible] so I'll remember to re-enable it.
S2,Is this a Chrome browser?,All right. Good. I actually can stop one thing. [inaudible] make sure that you're staying,Cataldo-etal_G11_Transcript,All right. Good. I actually can stop one thing. [inaudible] make sure that you're staying
S1,"Yes, this is Google Chrome.",Is this a Chrome browser?,Cataldo-etal_G11_Transcript,Is this a Chrome browser?
S2,Awesome. Windows explodes [laughter]. Nice.,"Yes, this is Google Chrome.",Cataldo-etal_G11_Transcript,"Yes, this is Google Chrome."
S1,Okay. So go ahead and click next.,Awesome. Windows explodes [laughter]. Nice.,Cataldo-etal_G11_Transcript,Awesome. Windows explodes [laughter]. Nice.
S2,All right.,Okay. So go ahead and click next.,Cataldo-etal_G11_Transcript,Okay. So go ahead and click next.
S3,Scientists have a slithering problem on their hands. Burmese pythons are literally,All right.,Cataldo-etal_G11_Transcript,All right.
S1,"So you're browsing the internet, you've come across this, and then you'll have your",Scientists have a slithering problem on their hands. Burmese pythons are literally,Cataldo-etal_G11_Transcript,Scientists have a slithering problem on their hands. Burmese pythons are literally
S2,All right.,"So you're browsing the internet, you've come across this, and then you'll have your",Cataldo-etal_G11_Transcript,"So you're browsing the internet, you've come across this, and then you'll have your"
S1,You set the Google search button and then I'll execute it. Okay. Now you are,All right.,Cataldo-etal_G11_Transcript,All right.
S2,"So if I select one I just say that I would like to -- I mean, I check the box?",You set the Google search button and then I'll execute it. Okay. Now you are,Cataldo-etal_G11_Transcript,You set the Google search button and then I'll execute it. Okay. Now you are
S1,"And actually, if you wanted to test it, yeah. You put a little check mark in the box and","So if I select one I just say that I would like to -- I mean, I check the box?",Cataldo-etal_G11_Transcript,"So if I select one I just say that I would like to -- I mean, I check the box?"
S2,"Impact of Burmese Python to the biodiversity of Everglades. Generally, if there is an","And actually, if you wanted to test it, yeah. You put a little check mark in the box and",Cataldo-etal_G11_Transcript,"And actually, if you wanted to test it, yeah. You put a little check mark in the box and"
S1,Yeah. Tell me why you select them and just move through them and then when,"Impact of Burmese Python to the biodiversity of Everglades. Generally, if there is an",Cataldo-etal_G11_Transcript,"Impact of Burmese Python to the biodiversity of Everglades. Generally, if there is an"
S2,Thanks for mentioning that. So it seems to have a comprehensive overview of the,Yeah. Tell me why you select them and just move through them and then when,Cataldo-etal_G11_Transcript,Yeah. Tell me why you select them and just move through them and then when
S1,Are you trying to go back?,Thanks for mentioning that. So it seems to have a comprehensive overview of the,Cataldo-etal_G11_Transcript,Thanks for mentioning that. So it seems to have a comprehensive overview of the
S2,Yeah.,Are you trying to go back?,Cataldo-etal_G11_Transcript,Are you trying to go back?
S1,[inaudible]. There we go.,Yeah.,Cataldo-etal_G11_Transcript,Yeah.
S2,"[inaudible] that one. All right. NPS, NPR, Time [inaudible] times. I'm going to list only",[inaudible]. There we go.,Cataldo-etal_G11_Transcript,[inaudible]. There we go.
S1,Isn't that supposed to a be little funny from a year earlier.,"[inaudible] that one. All right. NPS, NPR, Time [inaudible] times. I'm going to list only",Cataldo-etal_G11_Transcript,"[inaudible] that one. All right. NPS, NPR, Time [inaudible] times. I'm going to list only"
S2,I think it's because of the browser embedded in the browser.,Isn't that supposed to a be little funny from a year earlier.,Cataldo-etal_G11_Transcript,Isn't that supposed to a be little funny from a year earlier.
S1,"Yeah, yeah. Because I had to resort to using the touchscreen.",I think it's because of the browser embedded in the browser.,Cataldo-etal_G11_Transcript,I think it's because of the browser embedded in the browser.
S2,"I did get sweaty, so that screen is off limits for me. Species distribution models can be","Yeah, yeah. Because I had to resort to using the touchscreen.",Cataldo-etal_G11_Transcript,"Yeah, yeah. Because I had to resort to using the touchscreen."
S2,"Now that I remembered that NY Times has these links, I'm going to go and check the","I did get sweaty, so that screen is off limits for me. Species distribution models can be",Cataldo-etal_G11_Transcript,"I did get sweaty, so that screen is off limits for me. Species distribution models can be"
S4,Probably one of the worst animals to have make it into a natural area in this region.,"Now that I remembered that NY Times has these links, I'm going to go and check the",Cataldo-etal_G11_Transcript,"Now that I remembered that NY Times has these links, I'm going to go and check the"
S5,So these pythons have been released into this habitat -- a large snake. All of a sudden,Probably one of the worst animals to have make it into a natural area in this region.,Cataldo-etal_G11_Transcript,Probably one of the worst animals to have make it into a natural area in this region.
S1,All right. Could be good entertainment for the research. I don't think it's relevant. On,So these pythons have been released into this habitat -- a large snake. All of a sudden,Cataldo-etal_G11_Transcript,So these pythons have been released into this habitat -- a large snake. All of a sudden
S1,Did you choose that Springer one or no?,All right. Could be good entertainment for the research. I don't think it's relevant. On,Cataldo-etal_G11_Transcript,All right. Could be good entertainment for the research. I don't think it's relevant. On
S2,No. The second Springer one I chose.,Did you choose that Springer one or no?,Cataldo-etal_G11_Transcript,Did you choose that Springer one or no?
S1,You did? Okay.,No. The second Springer one I chose.,Cataldo-etal_G11_Transcript,No. The second Springer one I chose.
S2,Yeah. I could not check whether Burmese Python was there. Right now I'm not,You did? Okay.,Cataldo-etal_G11_Transcript,You did? Okay.
S1,Okay. You're halfway there. You've got 10 resources. 10 more [laughter].,Yeah. I could not check whether Burmese Python was there. Right now I'm not,Cataldo-etal_G11_Transcript,Yeah. I could not check whether Burmese Python was there. Right now I'm not
S2,USDA testing new Burmese Python trap in Everglades. [inaudible] agriculture has,Okay. You're halfway there. You've got 10 resources. 10 more [laughter].,Cataldo-etal_G11_Transcript,Okay. You're halfway there. You've got 10 resources. 10 more [laughter].
S1,You chose that one?,USDA testing new Burmese Python trap in Everglades. [inaudible] agriculture has,Cataldo-etal_G11_Transcript,USDA testing new Burmese Python trap in Everglades. [inaudible] agriculture has
S2,Yeah. Ecological correlates of invasion impact for Wiley online library. Ecological,You chose that one?,Cataldo-etal_G11_Transcript,You chose that one?
S1,You're a very good think alouder [laughter]. I hardly have to prompt you at all. That's,Yeah. Ecological correlates of invasion impact for Wiley online library. Ecological,Cataldo-etal_G11_Transcript,Yeah. Ecological correlates of invasion impact for Wiley online library. Ecological
S2,"Even while doing research by myself, I tend to talk [inaudible].",You're a very good think alouder [laughter]. I hardly have to prompt you at all. That's,Cataldo-etal_G11_Transcript,You're a very good think alouder [laughter]. I hardly have to prompt you at all. That's
S1,Did you pick that one or did --,"Even while doing research by myself, I tend to talk [inaudible].",Cataldo-etal_G11_Transcript,"Even while doing research by myself, I tend to talk [inaudible]."
S2,I am picking that one.,Did you pick that one or did --,Cataldo-etal_G11_Transcript,Did you pick that one or did --
S1,You are picking it?,I am picking that one.,Cataldo-etal_G11_Transcript,I am picking that one.
S2,"Yeah. Wiley, okay with that. [inaudible]. This just does not add new information for --",You are picking it?,Cataldo-etal_G11_Transcript,You are picking it?
S1,I think everything is [inaudible].,"Yeah. Wiley, okay with that. [inaudible]. This just does not add new information for --",Cataldo-etal_G11_Transcript,"Yeah. Wiley, okay with that. [inaudible]. This just does not add new information for --"
S2,"All right, so I'm choosing that guy also. Royal Society of Publishing. [inaudible], did I",I think everything is [inaudible].,Cataldo-etal_G11_Transcript,I think everything is [inaudible].
S1,You have 15 now.,"All right, so I'm choosing that guy also. Royal Society of Publishing. [inaudible], did I",Cataldo-etal_G11_Transcript,"All right, so I'm choosing that guy also. Royal Society of Publishing. [inaudible], did I"
S2,UFTC. Evaluating the impact of Burmese Python and marsh rabbits in the great,You have 15 now.,Cataldo-etal_G11_Transcript,You have 15 now.
S1,Two more.,UFTC. Evaluating the impact of Burmese Python and marsh rabbits in the great,Cataldo-etal_G11_Transcript,UFTC. Evaluating the impact of Burmese Python and marsh rabbits in the great
S2,"They grow up to 100 -- Burmese Python get their -- I can read, but I don't think I can",Two more.,Cataldo-etal_G11_Transcript,Two more.
S1,Okay. One more.,"They grow up to 100 -- Burmese Python get their -- I can read, but I don't think I can",Cataldo-etal_G11_Transcript,"They grow up to 100 -- Burmese Python get their -- I can read, but I don't think I can"
S2,"Ecology Nature. Okay, it's nature. Definitely in. It's one of the best out there. And it's a",Okay. One more.,Cataldo-etal_G11_Transcript,Okay. One more.
S1,"All right. If you choose that Nature one, then you are done at 20. So we can hit --","Ecology Nature. Okay, it's nature. Definitely in. It's one of the best out there. And it's a",Cataldo-etal_G11_Transcript,"Ecology Nature. Okay, it's nature. Definitely in. It's one of the best out there. And it's a"
S2,Submit?,"All right. If you choose that Nature one, then you are done at 20. So we can hit --",Cataldo-etal_G11_Transcript,"All right. If you choose that Nature one, then you are done at 20. So we can hit --"
S1,Submit. Now the next task is going to show you those 20 that you picked and,Submit?,Cataldo-etal_G11_Transcript,Submit?
S2,"Wikipedia, yes. National Park Service --",Submit. Now the next task is going to show you those 20 that you picked and,Cataldo-etal_G11_Transcript,Submit. Now the next task is going to show you those 20 that you picked and
S1,"Oh, and thinking about -- kind of tell me why as you go through those.","Wikipedia, yes. National Park Service --",Cataldo-etal_G11_Transcript,"Wikipedia, yes. National Park Service --"
S2,"Okay. Wikipedia, generally it's written by a crowd which means the information there","Oh, and thinking about -- kind of tell me why as you go through those.",Cataldo-etal_G11_Transcript,"Oh, and thinking about -- kind of tell me why as you go through those."
S1,"Yeah. I just wanted to make sure you had nothing else. Yeah, submit that one. Now","Okay. Wikipedia, generally it's written by a crowd which means the information there",Cataldo-etal_G11_Transcript,"Okay. Wikipedia, generally it's written by a crowd which means the information there"
S2,Sure. I speak out the --,"Yeah. I just wanted to make sure you had nothing else. Yeah, submit that one. Now",Cataldo-etal_G11_Transcript,"Yeah. I just wanted to make sure you had nothing else. Yeah, submit that one. Now"
S1,"Yes. You don't have to click on anything here, but just talk -- you don't need to point",Sure. I speak out the --,Cataldo-etal_G11_Transcript,Sure. I speak out the --
S2,"Okay. So NPR, NY Times, why these articles are -- they give a broad picture of the","Yes. You don't have to click on anything here, but just talk -- you don't need to point",Cataldo-etal_G11_Transcript,"Yes. You don't have to click on anything here, but just talk -- you don't need to point"
S1,"This was a paper, but it was not related to the Burmese Python impact on Everglades,","Okay. So NPR, NY Times, why these articles are -- they give a broad picture of the",Cataldo-etal_G11_Transcript,"Okay. So NPR, NY Times, why these articles are -- they give a broad picture of the"
S1,"I think you were on your last page of results, and you had gotten to 20 before you","This was a paper, but it was not related to the Burmese Python impact on Everglades,",Cataldo-etal_G11_Transcript,"This was a paper, but it was not related to the Burmese Python impact on Everglades,"
S2,"Oh, yeah. All these are --","I think you were on your last page of results, and you had gotten to 20 before you",Cataldo-etal_G11_Transcript,"I think you were on your last page of results, and you had gotten to 20 before you"
S1,Yeah.,"Oh, yeah. All these are --",Cataldo-etal_G11_Transcript,"Oh, yeah. All these are --"
S2,Yeah. So do you want me to say why I skipped --,Yeah.,Cataldo-etal_G11_Transcript,Yeah.
S1,"[Inaudible] you had reached your quota so [crosstalk] for all those, right? Okay, that's",Yeah. So do you want me to say why I skipped --,Cataldo-etal_G11_Transcript,Yeah. So do you want me to say why I skipped --
S2,Okay. There's a next?,"[Inaudible] you had reached your quota so [crosstalk] for all those, right? Okay, that's",Cataldo-etal_G11_Transcript,"[Inaudible] you had reached your quota so [crosstalk] for all those, right? Okay, that's"
S1,"Oh, yes. Sorry. Sometimes it says submit and sometimes -- same function. All right.",Okay. There's a next?,Cataldo-etal_G11_Transcript,Okay. There's a next?
S2,"Okay. Generally, Wikipedia is very reliable. It's mostly because of the number of","Oh, yes. Sorry. Sometimes it says submit and sometimes -- same function. All right.",Cataldo-etal_G11_Transcript,"Oh, yes. Sorry. Sometimes it says submit and sometimes -- same function. All right."
S1,[crosstalk].,"Okay. Generally, Wikipedia is very reliable. It's mostly because of the number of",Cataldo-etal_G11_Transcript,"Okay. Generally, Wikipedia is very reliable. It's mostly because of the number of"
S2,"Totally. This is a journal. Journals [inaudible], and their articles also. I think they are",[crosstalk].,Cataldo-etal_G11_Transcript,[crosstalk].
S1,And they're together now. One big happy family.,"Totally. This is a journal. Journals [inaudible], and their articles also. I think they are",Cataldo-etal_G11_Transcript,"Totally. This is a journal. Journals [inaudible], and their articles also. I think they are"
S2,"Oh, wow. Computer science is better. We have free access to most of those. I don't",And they're together now. One big happy family.,Cataldo-etal_G11_Transcript,And they're together now. One big happy family.
S1,All right.,"Oh, wow. Computer science is better. We have free access to most of those. I don't",Cataldo-etal_G11_Transcript,"Oh, wow. Computer science is better. We have free access to most of those. I don't"
S2,That's it. [inaudible]. All right.,All right.,Cataldo-etal_G11_Transcript,All right.
S1,"All right. Now, this task, these are 21 of your original search results. You may or may",That's it. [inaudible]. All right.,Cataldo-etal_G11_Transcript,That's it. [inaudible]. All right.
S2,"Okay. Oh, this includes things I did not choose as well?","All right. Now, this task, these are 21 of your original search results. You may or may",Cataldo-etal_G11_Transcript,"All right. Now, this task, these are 21 of your original search results. You may or may"
S1,"It could include those, but they were in your original set of search results. So you may","Okay. Oh, this includes things I did not choose as well?",Cataldo-etal_G11_Transcript,"Okay. Oh, this includes things I did not choose as well?"
S2,This is a sponsored one. Skeptical of sponsored ones because they are already paying,"It could include those, but they were in your original set of search results. So you may",Cataldo-etal_G11_Transcript,"It could include those, but they were in your original set of search results. So you may"
S1,Then you'll have a few pages of these there.,This is a sponsored one. Skeptical of sponsored ones because they are already paying,Cataldo-etal_G11_Transcript,This is a sponsored one. Skeptical of sponsored ones because they are already paying
S2,Bioarchive is a pre-print. NY Times is again news. Springer I'm guessing it's journal.,Then you'll have a few pages of these there.,Cataldo-etal_G11_Transcript,Then you'll have a few pages of these there.
S1,"Okay. Well, thank you for completing the think aloud activity. I just have a few more",Bioarchive is a pre-print. NY Times is again news. Springer I'm guessing it's journal.,Cataldo-etal_G11_Transcript,Bioarchive is a pre-print. NY Times is again news. Springer I'm guessing it's journal.
S2,"Oh, wait. I [inaudible] enable the touch pad.","Okay. Well, thank you for completing the think aloud activity. I just have a few more",Cataldo-etal_G11_Transcript,"Okay. Well, thank you for completing the think aloud activity. I just have a few more"
S1,"I'm going to use the mouse and then we can do that. That way, I'll just [inaudible]","Oh, wait. I [inaudible] enable the touch pad.",Cataldo-etal_G11_Transcript,"Oh, wait. I [inaudible] enable the touch pad."
S2,Moderately.,"I'm going to use the mouse and then we can do that. That way, I'll just [inaudible]",Cataldo-etal_G11_Transcript,"I'm going to use the mouse and then we can do that. That way, I'll just [inaudible]"
S1,More what?,Moderately.,Cataldo-etal_G11_Transcript,Moderately.
S2,Moderately. It depends on what --,More what?,Cataldo-etal_G11_Transcript,More what?
S1,[crosstalk] your confidence.,Moderately. It depends on what --,Cataldo-etal_G11_Transcript,Moderately. It depends on what --
S2,You want me to tell on a scale of one to ten or --,[crosstalk] your confidence.,Cataldo-etal_G11_Transcript,[crosstalk] your confidence.
S1,It's kind of up to you. Whatever way it kind of forms in your head.,You want me to tell on a scale of one to ten or --,Cataldo-etal_G11_Transcript,You want me to tell on a scale of one to ten or --
S2,"Sure. So it depends on the type of source but generally, online sources without blog",It's kind of up to you. Whatever way it kind of forms in your head.,Cataldo-etal_G11_Transcript,It's kind of up to you. Whatever way it kind of forms in your head.
S1,You said sixty to eighty with --,"Sure. So it depends on the type of source but generally, online sources without blog",Cataldo-etal_G11_Transcript,"Sure. So it depends on the type of source but generally, online sources without blog"
